UniprotID,TCDBID,Substrates,Column1,Column2,Column3
Q02378,3.D.1.6.1,H+ ,,,
Q02379,3.D.1.6.1,H+ ,,,
Q02380,3.D.1.6.1,H+ ,,,
Q02827,3.D.1.6.1,H+ ,,,
Q05752,3.D.1.6.1,H+ ,,,
Q8HXG5,3.D.1.6.1,H+ ,,,
Q8HXG6,3.D.1.6.1,H+ ,,,
Q95KV7,3.D.1.6.1,H+ ,,,
Q9DCS9,3.D.1.6.1,H+ ,,,
O47950,3.D.1.6.2,H+ ,,,
P05509,3.D.1.6.2,H+ ,,,
P05510,3.D.1.6.2,H+ ,,,
P08774,3.D.1.6.2,H+ ,,,
P11943,3.D.1.6.2,H+ ,,,
P15582,3.D.1.6.2,H+ ,,,
P15959,3.D.1.6.2,H+ ,,,
P21976,3.D.1.6.2,H+ ,,,
P22142,3.D.1.6.2,H+ ,,,
P23710,3.D.1.6.2,H+ ,,,
P24917,3.D.1.6.2,H+ ,,,
P24918,3.D.1.6.2,H+ ,,,
P24919,3.D.1.6.2,H+ ,,,
P25284,3.D.1.6.2,H+ ,,,
P25710,3.D.1.6.2,H+ ,,,
P25711,3.D.1.6.2,H+ ,,,
P40915,3.D.1.6.2,H+ ,,,
P42114,3.D.1.6.2,H+ ,,,
Q02854,3.D.1.6.2,H+ ,,,
Q03015,3.D.1.6.2,H+ ,,,
Q07842,3.D.1.6.2,H+ ,,,
Q12644,3.D.1.6.2,H+ ,,,
Q35140,3.D.1.6.2,H+ ,,,
Q35141,3.D.1.6.2,H+ ,,,
Q6MFL8,3.D.1.6.2,H+ ,,,
Q7RWU3,3.D.1.6.2,H+ ,,,
Q7RZ09,3.D.1.6.2,H+ ,,,
Q7S1I2,3.D.1.6.2,H+ ,,,
Q875B9,3.D.1.6.2,H+ ,,,
Q8X0V6,3.D.1.6.2,H+ ,,,
Q9P6T9,3.D.1.6.2,H+ ,,,
O22769,3.D.1.6.3,H+ ,,,
O80800,3.D.1.6.3,H+ ,,,
P93306,3.D.1.6.3,H+ ,,,
Q42577,3.D.1.6.3,H+ ,,,
Q84MD9,3.D.1.6.3,H+ ,,,
Q84W12,3.D.1.6.3,H+ ,,,
Q8GXZ6,3.D.1.6.3,H+ ,,,
Q8L3S7,3.D.1.6.3,H+ ,,,
Q8LGE7,3.D.1.6.3,H+ ,,,
Q8RWA7,3.D.1.6.3,H+ ,,,
Q945M1,3.D.1.6.3,H+ ,,,
Q95748,3.D.1.6.3,H+ ,,,
Q9FGI6,3.D.1.6.3,H+ ,,,
Q9FIJ2,3.D.1.6.3,H+ ,,,
Q9FJW4,3.D.1.6.3,H+ ,,,
Q9FLX7,3.D.1.6.3,H+ ,,,
Q9FNN5,3.D.1.6.3,H+ ,,,
Q9FX83,3.D.1.6.3,H+ ,,,
Q9LHI0,3.D.1.6.3,H+ ,,,
Q9LZI6,3.D.1.6.3,H+ ,,,
Q9M9M6,3.D.1.6.3,H+ ,,,
Q9M9M9,3.D.1.6.3,H+ ,,,
Q9SK66,3.D.1.6.3,H+ ,,,
P08739,3.D.1.6.4,H+ ,,,
P08740,3.D.1.6.4,H+ ,,,
P10329,3.D.1.6.4,H+ ,,,
P11658,3.D.1.6.4,H+ ,,,
P20113,3.D.1.6.4,H+ ,,,
Q6QAY4,3.D.1.6.4,H+ ,,,
Q6QIV4,3.D.1.6.4,H+ ,,,
Q6QIV8,3.D.1.6.4,H+ ,,,
Q6QIW0,3.D.1.6.4,H+ ,,,
Q6TH88,3.D.1.6.4,H+ ,,,
Q6UKY3,3.D.1.6.4,H+ ,,,
Q6UKY4,3.D.1.6.4,H+ ,,,
Q6UKY6,3.D.1.6.4,H+ ,,,
Q6UKY7,3.D.1.6.4,H+ ,,,
Q6UKY8,3.D.1.6.4,H+ ,,,
Q6UKY9,3.D.1.6.4,H+ ,,,
Q6UP28,3.D.1.6.4,H+ ,,,
Q6UP29,3.D.1.6.4,H+ ,,,
Q6UP30,3.D.1.6.4,H+ ,,,
Q6UP31,3.D.1.6.4,H+ ,,,
Q6UP32,3.D.1.6.4,H+ ,,,
Q6V502,3.D.1.6.4,H+ ,,,
Q6V504,3.D.1.6.4,H+ ,,,
Q6V505,3.D.1.6.4,H+ ,,,
Q6V506,3.D.1.6.4,H+ ,,,
Q6V507,3.D.1.6.4,H+ ,,,
Q6V9A8,3.D.1.6.4,H+ ,,,
Q6V9A9,3.D.1.6.4,H+ ,,,
Q6V9B0,3.D.1.6.4,H+ ,,,
Q6V9B1,3.D.1.6.4,H+ ,,,
Q6V9B2,3.D.1.6.4,H+ ,,,
Q6V9B3,3.D.1.6.4,H+ ,,,
Q84K56,3.D.1.6.4,H+ ,,,
Q0P849,3.D.1.7.1,H+ ,,,
Q0P850,3.D.1.7.1,H+ ,,,
Q0P851,3.D.1.7.1,H+ ,,,
Q0P853,3.D.1.7.1,H+ ,,,
Q0P854,3.D.1.7.1,H+ ,,,
Q0P855,3.D.1.7.1,H+ ,,,
Q0P857,3.D.1.7.1,H+ ,,,
Q0P858,3.D.1.7.1,H+ ,,,
Q0P859,3.D.1.7.1,H+ ,,,
Q0P861,3.D.1.7.1,H+ ,,,
Q0P862,3.D.1.7.1,H+ ,,,
Q9PM99,3.D.1.7.1,H+ ,,,
Q9PMA3,3.D.1.7.1,H+ ,,,
Q9PMA7,3.D.1.7.1,H+ ,,,
Q37165,3.D.1.8.1,H+ ,,,
P0CC32,3.D.1.8.1,H+ ,,,
P56751,3.D.1.8.1,H+ ,,,
P26288,3.D.1.8.1,H+ ,,,
P26289,3.D.1.8.1,H+ ,,,
P56752,3.D.1.8.1,H+ ,,,
Q95695,3.D.1.8.1,H+ ,,,
P56753,3.D.1.8.1,H+ ,,,
P56755,3.D.1.8.1,H+ ,,,
P56756,3.D.1.8.1,H+ ,,,
Q9CAC5,3.D.1.8.1,H+ ,,,
Q2V2S7,3.D.1.8.1,H+ ,,,
B3H5R4,3.D.1.8.1,H+ ,,,
Q9S829,3.D.1.8.1,H+ ,,,
Q9S9N6,3.D.1.8.1,H+ ,,,
C0Z2H4,3.D.1.8.1,H+ ,,,
Q9LU21,3.D.1.8.1,H+ ,,,
B3H6Z4,3.D.1.8.1,H+ ,,,
Q9FG89,3.D.1.8.1,H+ ,,,
Q9SGH4,3.D.1.8.1,H+ ,,,
O80634,3.D.1.8.1,H+ ,,,
F4K2G0,3.D.1.8.1,H+ ,,,
F4JW56,3.D.1.8.1,H+ ,,,
Q9XI73,3.D.1.8.1,H+ ,,,
P56754,3.D.1.8.1,H+ ,,,
P0AAK3,3.D.1.9.2,H+ ,,,
P16429,3.D.1.9.2,H+ ,,,
P16430,3.D.1.9.2,H+ ,,,
P16431,3.D.1.9.2,H+ ,,,
P16432,3.D.1.9.2,H+ ,,,
P16433,3.D.1.9.2,H+ ,,,
P07658,3.D.1.9.2,H+ ,,,
Q8EXV0,3.D.1.9.3,H+ ,,,
Q8EYE3,3.D.1.9.3,H+ ,,,
Q8EYE2,3.D.1.9.3,H+ ,,,
Q8F7D6,3.D.1.9.3,H+ ,,,
Q8EYE1,3.D.1.9.3,H+ ,,,
Q8EYE0,3.D.1.9.3,H+ ,,,
Q8EYD9,3.D.1.9.3,H+ ,,,
Q8EYD8,3.D.1.9.3,H+ ,,,
P17412,3.D.10.1.3,H+ ,,,
P17413,3.D.10.1.3,H+ ,,,
P17596,3.D.10.1.3,H+ ,,,
X5H3P0,3.D.10.1.6,H+ ,,,
X5GWN5,3.D.10.1.6,H+ ,,,
X5H2Z3,3.D.10.1.6,H+ ,,,
X5HJ03,3.D.10.1.6,H+ ,,,
P07001,3.D.2.1.1,H+ ,,,
P0AB67,3.D.2.1.1,H+ ,,,
P0C186,3.D.2.2.1,H+ ,,,
P0C187,3.D.2.2.1,H+ ,,,
P0C188,3.D.2.2.1,H+ ,,,
Q72GR8,3.D.2.2.2,H+ ,,,
Q72GR9,3.D.2.2.2,H+ ,,,
Q72GS0,3.D.2.2.2,H+ ,,,
P11024,3.D.2.3.1,H+ ,,,
Q07600,3.D.2.4.1,H+ ,,,
P05417,3.D.3.1.1,H+ ,,,
P05418,3.D.3.1.1,H+ ,,,
P13627,3.D.3.1.1,H+ ,,,
P00157,3.D.3.2.1,H+ ,,,
P13272,3.D.3.2.1,H+ ,,,
P00125,3.D.3.2.1,H+ ,,,
P00163,3.D.3.3.1,H+ ,,,
P07143,3.D.3.3.1,H+ ,,,
P08067,3.D.3.3.1,H+ ,,,
P46911,3.D.3.4.1,H+ ,,,
P46912,3.D.3.4.1,H+ ,,,
P46913,3.D.3.4.1,H+ ,,,
P26287,3.D.3.5.1,H+ ,,,
P26290,3.D.3.5.1,H+ ,,,
P74714,3.D.3.5.1,H+ ,,,
P56773,3.D.3.5.2,H+ ,,,
P56774,3.D.3.5.2,H+ ,,,
Q9ZR03,3.D.3.5.2,H+ ,,,
Q9SZY6,3.D.3.5.2,H+ ,,,
O23166,3.D.3.5.2,H+ ,,,
Q31NV8,3.D.3.5.3,H+ ,,,
Q54711,3.D.3.5.3,H+ ,,,
Q31NV7,3.D.3.5.3,H+ ,,,
Q54710,3.D.3.5.3,H+ ,,,
P39479,3.D.4.1.1,H+ ,,,
P39480,3.D.4.1.1,H+ ,,,
P98004,3.D.4.1.1,H+ ,,,
Q3LCJ0,3.D.4.1.2,H+ ,,,
Q3LCJ2,3.D.4.1.2,H+ ,,,
Q51662,3.D.4.10.1,H+ ,,,
Q51663,3.D.4.10.1,H+ ,,,
Q51665,3.D.4.10.1,H+ ,,,
Q51666,3.D.4.10.1,H+ ,,,
Q51667,3.D.4.10.1,H+ ,,,
Q51664,3.D.4.10.1,H+ ,,,
P98008,3.D.4.10.2,H+ ,,,
Q52527,3.D.4.10.2,H+ ,,,
Q59647,3.D.4.10.3,H+ ,,,
Q59646,3.D.4.10.3,H+ ,,,
P00395,3.D.4.11.1,H+ ,,,
P00403,3.D.4.11.1,H+ ,,,
P00414,3.D.4.11.1,H+ ,,,
P10176,3.D.4.11.1,H+ ,,,
P10606,3.D.4.11.1,H+ ,,,
P13073,3.D.4.11.1,H+ ,,,
P14406,3.D.4.11.1,H+ ,,,
P15954,3.D.4.11.1,H+ ,,,
P20674,3.D.4.11.1,H+ ,,,
P24310,3.D.4.11.1,H+ ,,,
P48772,3.D.4.11.1,H+ ,,,
Q02221,3.D.4.11.1,H+ ,,,
Q6YFQ2,3.D.4.11.1,H+ ,,,
Q7Z4L0,3.D.4.11.1,H+ ,,,
Q8TF08,3.D.4.11.1,H+ ,,,
Q96KJ9,3.D.4.11.1,H+ ,,,
Q5SJ79,3.D.4.2.1,H+ ,,,
Q5SJ80,3.D.4.2.1,H+ ,,,
P82543,3.D.4.2.1,H+ ,,,
O54596,3.D.4.3.1,H+ ,,,
P33518,3.D.4.3.1,H+ ,,,
P0ABJ9,3.D.4.3.2,H+ ,,,
P0ABK2,3.D.4.3.2,H+ ,,,
P56100,3.D.4.3.2,H+ ,,,
P24244,3.D.4.3.2,H+ ,,,
H7F0T0,3.D.4.3.3,H+ ,,,
F8H841,3.D.4.3.3,H+ ,,,
D9IA45,3.D.4.3.3,H+ ,,,
H7ESS5,3.D.4.3.3,H+ ,,,
Q8KS20,3.D.4.3.3,H+ ,,,
Q8DII4,3.D.4.3.4,H+ ,,,
Q8DII5,3.D.4.3.4,H+ ,,,
P12946,3.D.4.4.1,H+ ,,,
P24011,3.D.4.4.1,H+ ,,,
P24010,3.D.4.4.1,H+ ,,,
P24012,3.D.4.4.1,H+ ,,,
P24013,3.D.4.4.1,H+ ,,,
Q79VD7,3.D.4.4.2,H+ ,,,
Q8NNK2,3.D.4.4.2,H+ ,,,
Q8NNK3,3.D.4.4.2,H+ ,,,
Q9AEL8,3.D.4.4.2,H+ ,,,
P98005,3.D.4.4.3,H+ ,,,
Q5SLI2,3.D.4.4.3,H+ ,,,
Q5SH67,3.D.4.4.3,H+ ,,,
Q8DHE8,3.D.4.4.4,H+ ,,,
Q8DHE9,3.D.4.4.4,H+ ,,,
Q8DHF0,3.D.4.4.4,H+ ,,,
P0ABJ1,3.D.4.5.1,H+ ,,,
P0ABI8,3.D.4.5.1,H+ ,,,
P0ABJ3,3.D.4.5.1,H+ ,,,
P0ABJ6,3.D.4.5.1,H+ ,,,
P00096,3.D.4.6.1,H+ ,,,
P08306,3.D.4.6.1,H+ ,,,
P98002,3.D.4.6.1,H+ ,,,
P33517,3.D.4.6.2,H+ ,,,
Q03736,3.D.4.6.2,H+ ,,,
Q3J5F6,3.D.4.6.2,H+ ,,,
Q3IZW6,3.D.4.6.2,H+ ,,,
P00396,3.D.4.7.1,H+ ,,,
P00415,3.D.4.7.1,H+ ,,,
P68530,3.D.4.7.1,H+ ,,,
P00401,3.D.4.8.1,H+ ,,,
P00410,3.D.4.8.1,H+ ,,,
P00420,3.D.4.8.1,H+ ,,,
P04037,3.D.4.8.1,H+ ,,,
P00424,3.D.4.8.1,H+ ,,,
P00425,3.D.4.8.1,H+ ,,,
P00427,3.D.4.8.1,H+ ,,,
P10174,3.D.4.8.1,H+ ,,,
P04039,3.D.4.8.1,H+ ,,,
P07255,3.D.4.8.1,H+ ,,,
P19516,3.D.4.8.1,H+ ,,,
Q01519,3.D.4.8.1,H+ ,,,
P32799,3.D.4.8.1,H+ ,,,
P53266,3.D.4.8.1,H+ ,,,
P94117,3.D.4.9.1,H+ ,,,
P94118,3.D.4.9.1,H+ ,,,
P94119,3.D.4.9.1,H+ ,,,
P94120,3.D.4.9.1,H+ ,,,
P97207,3.D.4.9.1,H+ ,,,
P97224,3.D.4.9.1,H+ ,,,
Q07394,3.D.6.1.1,H+ ,,,
Q07396,3.D.6.1.1,H+ ,,,
Q52716,3.D.6.1.1,H+ ,,,
V8GWS1,3.D.6.1.1,H+ ,,,
,3.D.6.1.1,H+ ,,,
P97055,3.D.6.1.1,H+ ,,,
P97054,3.D.6.1.1,H+ ,,,
C4N8U0,3.D.6.1.2,H+ ,,,
C4N8U1,3.D.6.1.2,H+ ,,,
C4N8U4,3.D.6.1.2,H+ ,,,
C4N8U5,3.D.6.1.2,H+ ,,,
C4N8U3,3.D.6.1.2,H+ ,,,
C4N8U2,3.D.6.1.2,H+ ,,,
Q8TSY0,3.D.6.1.3,H+ ,,,
Q8TSX9,3.D.6.1.3,H+ ,,,
Q8TSY4,3.D.6.1.3,H+ ,,,
Q8TSY3,3.D.6.1.3,H+ ,,,
Q8TSY1,3.D.6.1.3,H+ ,,,
Q8TSY2,3.D.6.1.3,H+ ,,,
Q8TSY5,3.D.6.1.3,H+ ,,,
P0A766,3.D.6.1.4,H+ ,,,
P76182,3.D.6.1.4,H+ ,,,
P77179,3.D.6.1.4,H+ ,,,
P77285,3.D.6.1.4,H+ ,,,
P77223,3.D.6.1.4,H+ ,,,
P77611,3.D.6.1.4,H+ ,,,
P96796,3.D.7.1.1,H+ ,,,
P96797,3.D.7.1.1,H+ ,,,
Q50248,3.D.7.1.1,H+ ,,,
Q50249,3.D.7.1.1,H+ ,,,
Q50250,3.D.7.1.1,H+ ,,,
O67092,3.D.7.2.1,H+ ,,,
O67095,3.D.7.2.1,H+ ,,,
P31875,3.D.7.2.2,H+ ,,,
P31883,3.D.7.2.2,H+ ,,,
P31884,3.D.7.2.2,H+ ,,,
T2K7C6,3.D.7.2.3,H+ ,,,
T2K6Q3,3.D.7.2.3,H+ ,,,
T2K766,3.D.7.2.3,H+ ,,,
T2K646,3.D.7.2.3,H+ ,,,
T2K7M7,3.D.7.2.3,H+ ,,,
T2K7N8,3.D.7.2.3,H+ ,,,
O27598,3.D.8.1.1,H+ ,,,
O27599,3.D.8.1.1,H+ ,,,
O27600,3.D.8.1.1,H+ ,,,
O27601,3.D.8.1.1,H+ ,,,
Q59574,3.D.8.1.1,H+ ,,,
Q59575,3.D.8.1.1,H+ ,,,
Q59576,3.D.8.1.1,H+ ,,,
Q59577,3.D.8.1.1,H+ ,,,
Q59578,3.D.8.1.1,H+ ,,,
Q59579,3.D.8.1.1,H+ ,,,
Q59580,3.D.8.1.1,H+ ,,,
Q48940,3.D.8.1.2,H+ ,,,
Q48941,3.D.8.1.2,H+ ,,,
Q48942,3.D.8.1.2,H+ ,,,
Q48943,3.D.8.1.2,H+ ,,,
Q48944,3.D.8.1.2,H+ ,,,
Q48945,3.D.8.1.2,H+ ,,,
Q8PU59,3.D.9.1.1,H+ ,,,
Q9P9F1,3.D.9.1.1,H+ ,,,
Q9P9F2,3.D.9.1.1,H+ ,,,
Q9P9F3,3.D.9.1.1,H+ ,,,
Q9P9F4,3.D.9.1.1,H+ ,,,
Q9P9F5,3.D.9.1.1,H+ ,,,
Q9P9F6,3.D.9.1.1,H+ ,,,
Q9P9F7,3.D.9.1.1,H+ ,,,
Q9P9F8,3.D.9.1.1,H+ ,,,
Q9P9G0,3.D.9.1.1,H+ ,,,
Q9P9G1,3.D.9.1.1,H+ ,,,
Q9P9G2,3.D.9.1.1,H+ ,,,
Q9P9G3,3.D.9.1.1,H+ ,,,
P02945,3.E.1.1.1,H+ ,,,
P29563,3.E.1.1.2,H+ ,,,
G0LFX8,3.E.1.1.3,H+ ,,,
P96787,3.E.1.1.4,H+ ,,,
Q5UXY6,3.E.1.1.5,H+ ,,,
Q8YSC4,3.E.1.1.6,H+ ,,,
O93740,3.E.1.1.7,H+ ,,,
P25964,3.E.1.3.1,H+ ,,,
P71411,3.E.1.3.2,H+ ,,,
P42196,3.E.1.3.3,H+ ,,,
Q5V4H7,3.E.1.3.4,H+ ,,,
Q9UW81,3.E.1.4.2,H+ ,,,
Q9HGT7,3.E.1.4.3,H+ ,,,
Q1AJZ3,3.E.1.4.4,H+ ,,,
Q2QCJ4,3.E.1.4.5,H+ ,,,
C8CHH8,3.E.1.4.7,H+ ,,,
647734884,3.E.1.5.1,H+ ,,,
Q9F7P4,3.E.1.6.1,H+ ,,,
Q2S2F8,3.E.1.6.2,H+ ,,,
Q7NP59,3.E.1.6.3,H+ ,,,
Q8GZE7,3.E.1.6.4,H+ ,,,
B1YFV8,3.E.1.6.5,H+ ,,,
L7W6K7,3.E.1.6.6,H+ ,,,
H9ZSC3,3.E.1.6.9,H+ ,,,
F8UVI5,3.E.1.7.4,H+ ,,,
P0C0Y7,3.E.2.1.1,H+ ,,,
P0C0Y8,3.E.2.1.1,H+ ,,,
P0C0Y9,3.E.2.1.1,H+ ,,,
Q02761,3.E.2.1.1,H+ ,,,
Q02762,3.E.2.1.1,H+ ,,,
P04997,3.E.2.2.1,H+ ,,,
P11004,3.E.2.2.1,H+ ,,,
P11005,3.E.2.2.1,H+ ,,,
P09192,3.E.2.2.2,H+ ,,,
P09193,3.E.2.2.2,H+ ,,,
P16033,3.E.2.2.2,H+ ,,,
P27589,3.E.2.2.2,H+ ,,,
Q57038,3.E.2.2.2,H+ ,,,
P35359,9.A.14.1.12,H+ ,,,
P08100,9.A.14.1.2,H+ ,,,
E8XKQ3,9.B.100.1.1,H+ ,,,
P87284,9.B.12.1.2,H+ ,,,
P40046,9.B.51.1.6,H+ ,,,
Q45082,2.A.1.6.5,"H+,4-methyl-o-phthalate ",,,
P53048,2.A.1.1.11,"H+,alpha-glucosides ",,,
Q9N694,3.A.3.2.18,"H+,Ca2+ ",,,
P20021,3.A.3.6.1,"H+,Cd2+,Zn2+,Pb2+ ",,,
O95258,2.A.29.24.1,"H+,Cl- ",,,
O95847,2.A.29.24.3,"H+,Cl- ",,,
P55851,2.A.29.3.4,"H+,Cl- ",,,
P55916,2.A.29.3.5,"H+,Cl- ",,,
A8ALD3,2.A.49.5.5,"H+,Cl- ",,,
P25874,2.A.29.3.2,"H+,Cl-,fattyacids ",,,
P75028,9.B.73.1.2,"H+,CO2 ",,,
O30510,2.A.1.23.1,"H+,Conjugatedbilesalts ",,,
P38776,2.A.1.2.63,"H+,drugs ",,,
O07837,2.A.56.1.1,"H+,Fumarate,malate,Succinate,Succinamide,Orotate,Iticonate,Mesaconate ",,,
O07838,2.A.56.1.1,"H+,Fumarate,malate,Succinate,Succinamide,Orotate,Iticonate,Mesaconate ",,,
P37735,2.A.56.1.1,"H+,Fumarate,malate,Succinate,Succinamide,Orotate,Iticonate,Mesaconate ",,,
P10861,2.A.29.3.1,"H+,Halides,fattyacids ",,,
P03493,1.A.58.1.1,"H+,K+ ",,,
Q9ZTZ7,2.A.37.1.4,"H+,K+ ",,,
Q9M0Z3,2.A.37.1.6,"H+,K+ ",,,
Q2U3D2,3.A.3.1.7,"H+,K+ ",,,
P23481,3.D.1.9.1,"H+,K+ ",,,
P23482,3.D.1.9.1,"H+,K+ ",,,
P77858,3.D.1.9.1,"H+,K+ ",,,
P77416,3.D.1.9.1,"H+,K+ ",,,
P0AEW1,3.D.1.9.1,"H+,K+ ",,,
P77437,3.D.1.9.1,"H+,K+ ",,,
P77329,3.D.1.9.1,"H+,K+ ",,,
P77423,3.D.1.9.1,"H+,K+ ",,,
P77668,3.D.1.9.1,"H+,K+ ",,,
P11718,3.A.3.3.2,"H+,K+,Mg2+ ",,,
P54708,3.A.3.1.4,"H+,K+,NH4+ ",,,
Q9RTP8,2.A.55.3.7,"H+,Metalions ",,,
A6L2M4,3.A.10.1.10,"H+,Na+ ",,,
E7RS29,3.A.10.1.11,"H+,Na+ ",,,
B5JQT8,3.A.10.1.12,"H+,Na+ ",,,
A7VNH8,3.A.10.1.13,"H+,Na+ ",,,
B3ECG7,3.A.10.3.2,"H+,Na+ ",,,
B6YQJ7,3.A.10.3.4,"H+,Na+ ",,,
D3E1Z1,3.A.2.3.2,"H+,Na+ ",,,
D3E1Z2,3.A.2.3.2,"H+,Na+ ",,,
D3E1Y9,3.A.2.3.2,"H+,Na+ ",,,
D3E1Z3,3.A.2.3.2,"H+,Na+ ",,,
D3E1Y8,3.A.2.3.2,"H+,Na+ ",,,
D3E1Z0,3.A.2.3.2,"H+,Na+ ",,,
D3E1Y5,3.A.2.3.2,"H+,Na+ ",,,
D3E1Y6,3.A.2.3.2,"H+,Na+ ",,,
D3E1Y7,3.A.2.3.2,"H+,Na+ ",,,
N0DKS8,3.E.1.6.7,"H+,Na+ ",,,
Q5FAM9,2.A.66.1.21,"H+,norfloxacin,Ciprofloxacin,DAPI,Hoechst33342,daunorubicin,doxorubicin,ethidium ",,,
F1XYT9,2.A.66.10.1,"H+,O-antigenprecursors ",,,
O43000,2.A.1.14.17,"H+,Pantothenate ",,,
P0AG90,2.A.6.4.1,"H+,proteins ",,,
P0AG93,2.A.6.4.1,"H+,proteins ",,,
D1GC38,2.A.2.4.5,"H+,Sucrose ",,,
P15685,2.A.1.1.10,"H+,Xylose ",,,
Q88CP1,3.A.3.6.12,"H+,Zn2+,Cd2+,Pb2+,Ni2+,Co2+,Hg2+ ",,,
P43286,1.A.8.11.4,H2O2 ,,,
Q9RHT2,3.A.1.110.9,"HasA,AlkalineProteases ",,,
Q53368,3.A.1.110.7,"HasA,PrtA ",,,
Q57387,3.A.1.110.7,"HasA,PrtA ",,,
Q54452,3.A.1.110.7,"HasA,PrtA ",,,
P0AFR2,2.A.53.3.11,HCO3- ,,,
P39660,3.A.1.16.3,HCO3- ,,,
Q55106,3.A.1.16.3,HCO3- ,,,
Q55107,3.A.1.16.3,HCO3- ,,,
Q55108,3.A.1.16.3,HCO3- ,,,
Q5P8C0,3.A.3.32.1,Heavymetalcations ,,,
P0A503,3.A.3.32.2,Heavymetalcations ,,,
A6NST6,3.A.3.32.3,Heavymetalcations ,,,
Q8REB9,3.A.3.32.4,Heavymetalcations ,,,
Q73QH0,3.A.3.32.5,Heavymetalcations ,,,
A5UJX0,3.A.3.32.6,Heavymetalcations ,,,
B2UR24,3.A.3.32.7,Heavymetalcations ,,,
Q8DL41,3.A.3.32.8,Heavymetalcations ,,,
Q8TJZ4,3.A.3.6.16,Heavymetalcations ,,,
O48670,9.B.82.1.3,Heavymetalcations ,,,
Q9I147,3.A.3.6.15,"Heavymetalcations,copper,zinc ",,,
Q9VNJ5,2.A.6.9.1,Hedgehogpeptide ,,,
P35077,1.B.20.1.6,Hemagglutinin ,,,
F8KWP8,1.B.40.3.1,Hemagglutinin ,,,
Q13U92,1.B.40.1.2,Hemagglutnin ,,,
P95494,1.B.14.10.1,Heme ,,,
Q2YJB2,1.B.14.2.10,Heme ,,,
P44600,1.B.14.2.11,Heme ,,,
P72412,1.B.14.2.14,Heme ,,,
P31499,1.B.14.2.2,Heme ,,,
Q93SS7,1.B.14.2.6,Heme ,,,
Q92N43,1.B.14.2.7,Heme ,,,
Q54450,1.B.14.5.1,Heme ,,,
Q79AD2,1.B.14.5.1,Heme ,,,
H8BDK1,1.B.14.9.4,Heme ,,,
A6G7F3,1.C.39.8.1,Heme ,,,
Q9UPI3,2.A.1.28.4,Heme ,,,
Q6P1K1,2.A.110.1.1,Heme ,,,
Q21642,2.A.110.1.2,Heme ,,,
Q20106,2.A.110.1.3,Heme ,,,
C3Y137,2.A.110.1.4,Heme ,,,
Q7YTM7,2.A.110.1.5,Heme ,,,
L8GV39,2.A.110.1.6,Heme ,,,
E9BH93,2.A.110.2.1,Heme ,,,
Q4DHZ7,2.A.110.2.2,Heme ,,,
P65374,2.A.6.5.5,Heme ,,,
O53656,2.A.86.1.7,Heme ,,,
P30963,3.A.1.107.1,Heme ,,,
P30964,3.A.1.107.1,Heme ,,,
P0ABM0,3.A.1.107.3,Heme ,,,
P0ABM7,3.A.1.107.3,Heme ,,,
Q8XE58,3.A.1.107.3,Heme ,,,
Q7A3X3,3.A.1.122.4,Heme ,,,
Q7A7X2,3.A.1.122.4,Heme ,,,
Q1J548,3.A.1.14.10,Heme ,,,
Q99YA2,3.A.1.14.10,Heme ,,,
Q99YA3,3.A.1.14.10,Heme ,,,
Q99YA4,3.A.1.14.10,Heme ,,,
A8GDS6,3.A.1.14.16,Heme ,,,
A8GDS7,3.A.1.14.16,Heme ,,,
A8GDS8,3.A.1.14.16,Heme ,,,
Q5HGV2,3.A.1.14.17,Heme ,,,
Q7A651,3.A.1.14.17,Heme ,,,
Q7A652,3.A.1.14.17,Heme ,,,
Q32AX9,3.A.1.14.18,Heme ,,,
Q32AY2,3.A.1.14.18,Heme ,,,
Q32AY3,3.A.1.14.18,Heme ,,,
Q93SS1,3.A.1.14.19,Heme ,,,
Q93SS2,3.A.1.14.19,Heme ,,,
Q93SS3,3.A.1.14.19,Heme ,,,
Q7VSQ6,3.A.1.14.20,Heme ,,,
Q7W024,3.A.1.14.20,Heme ,,,
Q7W025,3.A.1.14.20,Heme ,,,
Q9HV90,3.A.1.14.21,Heme ,,,
O68878,3.A.1.14.21,Heme ,,,
O68877,3.A.1.14.21,Heme ,,,
Q56991,3.A.1.14.5,Heme ,,,
Q56992,3.A.1.14.5,Heme ,,,
Q56993,3.A.1.14.5,Heme ,,,
P29961,9.B.14.2.1,Heme ,,,
P30962,9.B.14.2.2,Heme ,,,
P0ABM1,9.B.14.2.3,Heme ,,,
Q9I3N5,9.B.14.2.4,Heme ,,,
I6ZP97,9.B.14.2.5,Heme ,,,
P26902,3.A.1.5.2,"Heme,Delta-aminolevulinicacid,dipeptides ",,,
P26903,3.A.1.5.2,"Heme,Delta-aminolevulinicacid,dipeptides ",,,
P26904,3.A.1.5.2,"Heme,Delta-aminolevulinicacid,dipeptides ",,,
P26905,3.A.1.5.2,"Heme,Delta-aminolevulinicacid,dipeptides ",,,
P26906,3.A.1.5.2,"Heme,Delta-aminolevulinicacid,dipeptides ",,,
E4TBK6,1.B.9.4.1,Hemin ,,,
H2GZC4,3.A.1.122.11,Hemin ,,,
H2GZC3,3.A.1.122.11,Hemin ,,,
Q7VSQ4,1.B.14.2.8,"Hemin,Hemoglobin ",,,
Q51104,1.B.14.2.1,Hemoglobin ,,,
Q58ZL9,1.B.14.2.13,Hemoglobin ,,,
